TimeDeath     ID      Tj      Df      Dd      Db
242     2056     15     7     220     227     AD
245     2261     75     66     104     170     AD
248     2068     16     8     224     232     AD
248     2678     246     0     2     2     AM
253     2702     251     0     2     2     AM
254     2708     252     0     2     2     AM
256     2134     38     43     175     218     AD
262     2729     259     0     3     3     AM
263     2484     187     10     66     76     AS
266     2741     264     0     2     2     AM
268     2742     264     0     4     4     AM
273     2759     270     0     3     3     AM
274     2758     270     0     4     4     AM
275     2744     267     0     8     8     AM
276     2525     201     11     64     75     AS
276     2211     61     20     195     215     AS
277     2753     270     4     3     7     AM
279     2769     276     0     3     3     AM
282     2025     9     3     270     273     AD
282     2740     264     15     3     18     AM
288     2797     286     0     2     2     AM
293     2154     42     49     202     251     AD
293     2813     290     0     3     3     AM
294     2811     290     0     4     4     AM
294     2159     42     21     231     252     AD
295     2823     293     0     2     2     AM
297     2806     289     0     8     8     AM
298     2805     289     0     9     9     AM
299     2792     286     1     12     13     AM
301     2791     285     0     16     16     AM
304     2834     303     0     1     1     AM
305     2839     303     0     2     2     AM
306     2118     31     15     260     275     AD
308     2854     306     0     2     2     AM
308     2855     306     0     2     2     AM
309     2019     8     2     299     301     AD
313     2879     312     0     1     1     AM
314     2878     312     0     2     2     AM
315     2868     310     0     5     5     AM
316     2876     312     2     2     4     AM
317     2871     310     0     7     7     AM
317     2021     8     13     296     309     AD
318     2252     73     28     217     245     AD
321     2864     310     7     4     11     AM
322     2882     318     0     4     4     AM
322     2867     310     7     5     12     AM
324     2857     309     0     15     15     AM
324     2856     309     0     15     15     AM
326     2058     15     7     304     311     AD
327     2853     306     2     19     21     AM
327     2850     306     19     2     21     AM
335     2906     333     0     2     2     AM
340     2278     79     30     231     261     AD
341     2931     340     0     1     1     AM
342     2932     340     0     2     2     AM
346     2943     344     0     2     2     AM
346     2937     344     0     2     2     AM
347     2930     340     2     5     7     AM
359     2999     357     0     2     2     AM
360     2998     357     1     2     3     AM
361     2995     357     3     1     4     AM
363     2984     355     0     8     8     AM
364     2994     357     3     4     7     AM
365     2988     355     0     10     10     AM
366     2979     354     0     12     12     AM
367     2973     353     0     14     14     AM
368     2968     353     0     15     15     AM
370     2966     352     0     18     18     AM
372     2965     352     0     20     20     AM
374     2956     350     1     23     24     AM
374     2142     39     45     290     335     AD
374     2963     352     19     3     22     AM
374     2201     58     26     290     316     AD
375     2958     350     0     25     25     AM
376     2955     350     25     1     26     AM
378     2953     350     27     1     28     AM
379     2954     350     26     3     29     AM
379     2946     348     0     31     31     AM
381     2950     348     0     33     33     AM
383     2945     348     32     3     35     AM
385     2944     348     34     3     37     AM
385     2929     340     2     43     45     AM
388     2925     339     0     49     49     AM
389     2923     339     47     3     50     AM
390     2109     28     12     350     362     AD
391     2922     339     49     3     52     AM
391     2913     337     0     54     54     AM
393     2914     337     0     56     56     AM
394     2909     333     0     61     61     AM
394     2912     337     55     2     57     AM
396     2904     333     2     61     63     AM
396     2900     331     0     65     65     AM
396     2899     331     0     65     65     AM
398     2898     331     66     1     67     AM
399     2896     331     66     2     68     AM
401     2895     329     0     72     72     AM
402     2891     329     0     73     73     AM
405     2091     20     44     341     385     AD
405     2890     329     73     3     76     AM
407     2888     329     74     4     78     AM
407     2833     303     2     102     104     AM
410     2848     306     21     83     104     AM
411     2841     305     0     106     106     AM
412     2114     31     36     345     381     AD
414     2826     302     0     112     112     AM
414     2832     303     108     3     111     AM
415     2790     285     15     115     130     AM
418     2781     284     0     134     134     AM
418     2831     302     0     116     116     AM
422     2782     284     0     138     138     AM
424     2737     264     19     141     160     AM
424     2779     284     135     5     140     AM
424     2739     264     16     144     160     AM
425     2735     259     0     166     166     AM
425     2723     257     0     168     168     AM
426     2397     136     45     245     290     AD
427     2725     257     0     170     170     AM
430     2712     256     0     174     174     AM
431     2714     256     0     175     175     AM
433     2701     251     3     179     182     AM
434     2697     251     4     179     183     AM
435     2695     249     0     186     186     AM
436     2689     249     0     187     187     AM
439     2680     247     0     192     192     AM
442     2677     246     0     196     196     AM
444     2007     5     1     438     439     AD
445     2676     246     194     5     199     AM
447     2667     245     0     202     202     AM
447     2674     246     197     4     201     AM
449     2187     53     24     372     396     AD
451     2670     245     0     206     206     AM
451     2664     245     203     3     206     AM
454     2660     244     0     210     210     AM
454     2663     244     0     210     210     AM
455     2651     242     0     213     213     AM
456     2654     242     0     214     214     AM
459     2564     210     0     249     249     AM
459     2427     149     50     260     310     AD
461     2657     244     211     6     217     AM
462     2545     206     0     256     256     AM
465     2562     210     250     5     255     AM
467     2532     203     0     264     264     AM
468     2524     201     0     267     267     AM
469     2530     203     263     3     266     AM
469     2523     201     0     268     268     AM
472     2521     201     269     2     271     AM
472     2522     201     269     2     271     AM
474     2340     113     39     322     361     AD
475     2518     200     0     275     275     AM
475     2517     200     0     275     275     AM
479     2511     199     0     280     280     AM
481     2507     199     0     282     282     AM
481     2514     200     276     5     281     AM
483     2501     197     0     286     286     AM
483     2198     57     26     400     426     AD
485     2503     197     0     288     288     AM
485     2506     199     282     4     286     AM
485     2490     195     0     290     290     AM
486     2447     169     0     317     317     AM
489     2491     195     0     294     294     AM
491     2443     169     318     4     322     AM
492     2247     71     0     421     421     AM
492     2254     73     0     419     419     AM
494     2246     71     0     423     423     AM
494     2441     169     321     4     325     AM
495     2294     84     32     379     411     AD
498     2243     71     424     3     427     AM
499     2143     39     19     441     460     AD
499     2244     71     424     4     428     AM
499     2360     119     42     338     380     AD
501     2361     119     42     340     382     AD
501     2238     69     0     432     432     AM
503     2233     69     431     3     434     AM
504     2228     64     3     437     440     AM
507     2300     86     34     387     421     AD
508     2226     64     440     4     444     AM
510     2224     64     441     5     446     AM
510     2108     28     12     470     482     AD
511     2220     62     0     449     449     AM
512     2208     61     27     424     451     AD
513     2219     62     0     451     451     AM
516     2218     62     450     4     454     AM
517     2216     62     452     3     455     AM
518     2085     19     10     489     499     AD
519     2213     61     0     458     458     AM
521     2215     61     0     460     460     AM
522     2204     58     0     464     464     AM
522     2210     61     458     3     461     AM
526     2194     57     466     3     469     AM
526     2199     57     0     469     469     AM
531     2192     57     469     5     474     AM
531     2193     57     469     5     474     AM
533     2113     31     14     488     502     AD
533     2190     53     1     479     480     AM
536     2185     53     479     4     483     AM
536     2169     45     7     484     491     AM
539     2170     45     7     487     494     AM
540     2166     44     0     496     496     AM
543     2156     42     0     501     501     AM
545     2150     41     0     504     504     AM
546     2399     136     99     311     410     AD
547     2155     42     499     6     505     AM
548     2148     41     0     507     507     AM
553     2179     50     52     451     503     AD
554     2146     41     506     7     513     AM
554     2145     41     508     5     513     AM
554     2137     39     0     515     515     AM
555     2061     15     0     540     540     AM
555     2181     50     24     481     505     AD
557     2066     16     0     541     541     AM
560     2075     18     0     542     542     AM
562     2063     15     0     547     547     AM
566     2052     13     0     553     553     AM
566     2059     15     546     5     551     AM
567     2049     13     0     554     554     AM
570     2044     12     0     558     558     AM
573     2043     12     555     6     561     AM
576     2040     12     559     5     564     AM
577     2328     110     38     429     467     AD
578     2508     199     55     324     379     AD
578     2032     11     0     567     567     AM
578     2037     11     0     567     567     AM
580     2027     9     0     571     571     AM
581     2031     9     0     572     572     AM
582     2018     8     0     574     574     AM
583     2006     5     0     578     578     AM
584     2016     8     0     576     576     AM
585     2195     57     55     473     528     AD
586     2010     7     0     579     579     AM
587     2733     259     91     237     328     AD
593     2433     153     50     390     440     AD
600     2287     83     30     487     517     AD
604     2347     114     41     449     490     AD
622     2371     120     43     459     502     AD
628     2144     41     125     462     587     AD
630     2151     41     20     569     589     AD
632     2223     62     28     542     570     AD
637     2609     221     72     344     416     AD
640     2055     13     6     621     627     AD
642     2163     44     21     577     598     AD
642     2164     44     21     577     598     AD
648     2112     31     35     582     617     AD
650     2460     177     52     421     473     AD
650     2461     177     129     344     473     AD
655     2321     99     80     476     556     AD
662     2124     33     16     613     629     AD
668     2652     242     79     347     426     AD
670     2401     141     46     483     529     AD
676     2683     247     83     346     429     AD
682     2188     53     91     538     629     AD
691     2132     38     17     636     653     AD
694     2103     26     12     656     668     AD
717     2136     39     18     660     678     AD
719     2289     84     30     605     635     AD
719     2291     84     123     512     635     AD
724     2563     210     63     451     514     AD
733     2583     213     69     451     520     AD
741     2212     61     27     653     680     AD
748     2309     92     35     621     656     AD
751     2451     171     51     529     580     AD
752     2160     44     50     658     708     AD
758     2115     31     15     712     727     AD
769     2324     99     37     633     670     AD
769     2326     99     37     633     670     AD
770     2123     33     38     699     737     AD
773     2178     50     23     700     723     AD
778     2404     141     103     534     637     AD
783     2416     144     49     590     639     AD
790     2703     251     86     453     539     AD
791     2272     79     117     595     712     AD
801     2722     257     89     455     544     AD
802     2520     201     56     545     601     AD
804     2047     12     70     722     792     AD
806     2337     113     89     604     693     AD
811     2436     153     109     549     658     AD
812     2977     354     121     337     458     AD
822     2554     207     157     458     615     AD
829     2560     210     63     556     619     AD
830     2205     58     152     620     772     AD
832     2573     212     66     554     620     AD
833     2571     212     65     556     621     AD
834     2364     119     93     622     715     AD
835     2577     213     67     555     622     AD
843     2594     217     70     556     626     AD
844     2801     289     103     452     555     AD
852     2619     222     73     557     630     AD
853     2450     171     51     631     682     AD
853     2454     171     52     630     682     AD
863     2636     230     77     556     633     AD
871     2466     181     53     637     690     AD
872     2121     33     15     824     839     AD
873     2249     73     28     772     800     AD
874     2881     318     112     444     556     AD
876     2479     186     55     635     690     AD
878     2656     244     79     555     634     AD
879     2407     141     47     691     738     AD
882     2408     143     48     691     739     AD
882     2892     329     112     441     553     AD
884     2901     331     112     441     553     AD
887     2692     249     84     554     638     AD
887     2693     249     198     440     638     AD
888     2418     144     50     694     744     AD
889     2265     78     29     782     811     AD
897     2940     344     117     436     553     AD
898     2430     149     51     698     749     AD
904     2338     113     39     752     791     AD
912     2437     153     51     708     759     AD
918     2756     270     95     553     648     AD
919     2293     84     124     711     835     AD
922     2767     272     98     552     650     AD
927     2579     213     68     646     714     AD
928     2368     120     93     715     808     AD
929     2581     213     168     548     716     AD
930     2776     284     337     309     646     AD
932     2785     285     223     424     647     AD
933     2028     9     9     915     924     AD
934     2589     216     172     546     718     AD
934     2794     286     103     545     648     AD
937     2812     290     105     542     647     AD
938     2081     19     22     897     919     AD
942     2818     293     105     544     649     AD
943     2621     222     180     541     721     AD
944     2230     64     29     851     880     AD
944     2227     64     107     773     880     AD
945     2167     44     51     850     901     AD
951     2236     69     107     775     882     AD
951     2851     306     108     537     645     AD
953     2313     98     35     820     855     AD
956     2392     136     174     646     820     AD
958     2394     136     44     778     822     AD
962     2176     50     23     889     912     AD
965     2659     244     80     641     721     AD
966     2036     11     12     943     955     AD
967     2672     246     81     640     721     AD
967     2671     245     82     640     722     AD
968     2262     75     29     864     893     AD
969     2685     247     315     407     722     AD
969     2412     143     49     777     826     AD
970     2417     144     104     722     826     AD
977     2933     340     116     521     637     AD
978     2497     197     55     726     781     AD
980     2428     149     50     781     831     AD
982     2727     257     325     400     725     AD
985     2731     259     90     636     726     AD
991     2536     204     59     728     787     AD
993     2539     204     151     638     789     AD
999     2748     267     93     639     732     AD
1000     2348     114     41     845     886     AD
1001     2755     270     336     395     731     AD
1002     2292     84     31     887     918     AD
1004     2765     272     97     635     732     AD
1009     2575     212     166     631     797     AD
1010     2580     213     68     729     797     AD
1010     2578     213     289     508     797     AD
1011     2372     120     94     797     891     AD
1011     2778     284     100     627     727     AD
1014     2586     216     69     729     798     AD
1014     2789     285     103     626     729     AD
1015     2803     289     340     386     726     AD
1016     2147     41     20     955     975     AD
1018     2446     169     51     798     849     AD
1025     2630     227     184     614     798     AD
1026     2840     305     227     494     721     AD
1028     2635     230     77     721     798     AD
1030     2866     310     229     491     720     AD
1031     2641     233     188     610     798     AD
1034     2395     136     97     801     898     AD
1037     2473     186     365     486     851     AD
1038     2482     187     55     796     851     AD
1039     2662     244     193     602     795     AD
1040     2409     143     103     794     897     AD
1040     2666     245     81     714     795     AD
1042     2688     249     196     597     793     AD
1044     2493     195     253     596     849     AD
1044     2419     144     105     795     900     AD
1050     2512     200     55     795     850     AD
1051     2938     344     234     473     707     AD
1051     2516     200     144     707     851     AD
1053     2724     257     89     707     796     AD
1054     2948     348     118     588     706     AD
1057     2952     350     118     589     707     AD
1063     2738     264     215     584     799     AD
1065     2993     357     124     584     708     AD
1069     2547     206     61     802     863     AD
1072     2761     272     96     704     800     AD
1073     2359     116     93     864     957     AD
1075     2772     276     99     700     799     AD
1076     2570     212     165     699     864     AD
1077     2369     120     43     914     957     AD
1078     2302     86     78     914     992     AD
1079     2788     285     340     454     794     AD
1087     2829     302     226     559     785     AD
1089     2627     227     76     786     862     AD
1090     2631     227     77     786     863     AD
1091     2637     230     186     675     861     AD
1093     2318     98     79     916     995     AD
1093     2239     69     29     995     1024     AD
1095     2874     312     110     673     783     AD
1099     2653     242     79     778     857     AD
1099     2486     187     247     665     912     AD
1101     2910     333     113     655     768     AD
1102     2696     251     85     766     851     AD
1103     2916     337     232     534     766     AD
1108     2429     149     541     418     959     AD
1108     2713     256     88     764     852     AD
1109     2721     257     206     646     852     AD
1113     2528     203     267     643     910     AD
1114     2964     352     119     643     762     AD
1114     2969     353     120     641     761     AD
1116     2989     355     122     639     761     AD
1117     2991     355     123     639     762     AD
1118     2342     113     40     965     1005     AD
1119     2343     113     152     854     1006     AD
1120     2544     206     60     854     914     AD
1121     2746     267     93     761     854     AD
1124     2760     272     220     632     852     AD
1125     2764     272     221     632     853     AD
1126     2565     210     286     630     916     AD
1127     2768     276     221     630     851     AD
1131     2800     289     103     739     842     AD
1131     2599     217     522     392     914     AD
1132     2815     290     105     737     842     AD
1132     2440     169     122     841     963     AD
1133     2817     293     105     735     840     AD
1134     2820     293     226     615     841     AD
1135     2611     221     299     615     914     AD
1135     2822     293     106     736     842     AD
1141     2639     230     78     833     911     AD
1142     2862     309     109     724     833     AD
1144     2645     233     79     832     911     AD
1146     2475     186     55     905     960     AD
1148     2658     244     192     712     904     AD
1151     2271     78     29     1044     1073     AD
1153     2934     340     116     697     813     AD
1155     2719     256     206     693     899     AD
1155     2504     199     377     579     956     AD
1158     2960     352     119     687     806     AD
1160     2983     354     122     684     806     AD
1163     2996     357     241     565     806     AD
1163     2344     114     152     897     1049     AD
1165     2751     267     335     563     898     AD
1167     2354     116     42     1009     1051     AD
1167     2766     272     222     673     895     AD
1169     2775     276     100     793     893     AD
1169     2105     28     57     1084     1141     AD
1170     2572     212     165     793     958     AD
1171     2808     290     104     777     881     AD
1172     2607     220     72     880     952     AD
1173     2613     221     73     879     952     AD
1175     2827     302     225     648     873     AD
1175     2828     302     106     767     873     AD
1176     2624     227     75     874     949     AD
1177     2837     303     107     767     874     AD
1179     2642     233     78     868     946     AD
1180     2468     181     53     946     999     AD
1181     2471     181     133     867     1000     AD
1184     2908     333     345     506     851     AD
1186     2704     252     86     848     934     AD
1187     2926     339     347     501     848     AD
1188     2707     252     87     849     936     AD
1188     2928     340     233     615     848     AD
1189     2935     340     554     295     849     AD
1191     2527     201     147     843     990     AD
1194     2533     203     149     842     991     AD
1195     2972     353     121     721     842     AD
1195     2981     354     457     384     841     AD
1196     2990     355     352     489     841     AD
1197     2541     204     60     933     993     AD
1199     2549     206     61     932     993     AD
1199     2546     206     278     715     993     AD
1201     2771     276     99     826     925     AD
1202     2773     276     222     704     926     AD
1203     2603     220     297     686     983     AD
1205     2836     303     107     795     902     AD
1206     2386     131     276     799     1075     AD
1208     2861     309     555     344     899     AD
1208     2644     233     532     443     975     AD
1209     2872     312     110     787     897     AD
1210     2125     33     16     1161     1177     AD
1210     2880     318     453     439     892     AD
1211     2886     318     232     661     893     AD
1213     2694     249     85     879     964     AD
1214     2709     252     203     759     962     AD
1215     2947     348     235     632     867     AD
1218     2531     203     58     957     1015     AD
1219     2736     264     91     864     955     AD
1220     2992     357     241     622     863     AD
1221     2750     267     94     860     954     AD
1221     2754     270     94     857     951     AD
1222     2763     272     96     854     950     AD
1224     2787     285     102     837     939     AD
1227     2453     171     126     930     1056     AD
1228     2398     136     45     1047     1092     AD
1230     2682     247     195     788     983     AD
1231     2705     252     201     778     979     AD
1232     2927     339     115     778     893     AD
1234     2341     113     238     883     1121     AD
1234     2732     259     439     536     975     AD
1237     2749     267     218     752     970     AD
1238     2783     284     451     503     954     AD
1241     2625     227     182     832     1014     AD
1242     2883     318     112     812     924     AD
1243     2464     181     242     820     1062     AD
1244     2687     247     84     913     997     AD
1246     2526     201     56     989     1045     AD
1247     2957     350     454     443     897     AD
1247     2970     353     239     655     894     AD
1248     2743     264     92     892     984     AD
1249     2557     207     63     979     1042     AD
1250     2584     216     170     864     1034     AD
1253     2859     309     108     836     944     AD
1256     2537     204     59     993     1052     AD
1257     2809     290     225     742     967     AD
1258     2821     293     106     859     965     AD
1261     2690     249     84     928     1012     AD
1262     2128     38     419     805     1224     AD
1264     2617     222     73     969     1042     AD
1264     2567     210     64     990     1054     AD
1265     2626     227     76     962     1038     AD
1266     2648     242     533     491     1024     AD
1266     2698     251     538     477     1015     AD
1267     2673     246     427     594     1021     AD
1268     2550     206     156     906     1062     AD
1268     2295     84     75     1109     1184     AD
1269     2967     352     238     679     917     AD
1270     2842     305     108     857     965     AD
1271     2281     83     68     1120     1188     AD
1272     2852     306     721     245     966     AD
1273     2622     222     74     977     1051     AD
1273     997     372     0     901     901     ET
1273     996     372     72     829     901     ET
========================= Earth Win =========================
======================================== For Earth Army ===========================
total number of ES---> 325
total number of ET---> 330
total number of EG---> 294
Percentage of Total Infected Units---> 100.000000%
percentage of destructed ES----> 0
percentage of destructed ET----> 0.606061
percentage of destructed EG----> 0
percentage of total destructed Earth units----> 0.210748
percentage of total Healed units----> 5.37408
Average of Df---> 36
Average of Dd---> 865
Average of Db---> 901
Df/Db % ----> 3.99556
Dd/Db % ----> 96.0044
======================================== For Alien Army ===========================
total number of AS---> 54
total number of AD---> 360
total number of AM---> 301
percentage of destructed AS----> 100
percentage of destructed AD----> 100
percentage of destructed AM----> 100
percentage of total destructed Alien units----> 100
Average of Df---> 77
Average of Dd---> 350
Average of Db---> 428
Df/Db % ----> 18.1305
Dd/Db % ----> 81.8695
======================================== For Bonus =============================
