TimeDeath     ID      Tj      Df      Dd      Db
120     2373     114     0     6     6     AM
124     2388     120     0     4     4     AM
125     2101     40     17     68     85     AS
125     2367     113     0     12     12     AM
130     2396     127     0     3     3     AM
130     2395     127     0     3     3     AM
133     2406     131     0     2     2     AM
134     2047     13     3     118     121     AS
135     2402     131     0     4     4     AM
136     2131     53     15     68     83     AS
136     2134     53     8     75     83     AS
136     2392     127     3     6     9     AM
136     2366     113     0     23     23     AM
138     2358     112     0     26     26     AM
138     2356     112     0     26     26     AM
142     2176     63     7     72     79     AS
142     2125     50     0     92     92     AD
142     2352     112     26     4     30     AM
145     2110     46     18     81     99     AS
146     2412     143     0     3     3     AM
148     2160     58     7     83     90     AS
149     2064     19     8     122     130     AS
150     2422     147     0     3     3     AM
150     2108     46     8     96     104     AD
150     2419     147     0     3     3     AM
150     2414     143     0     7     7     AM
151     2126     50     9     92     101     AS
153     2083     38     22     93     115     AS
155     2209     69     33     53     86     AS
156     2136     54     15     87     102     AS
156     2138     54     15     87     102     AS
156     2446     155     0     1     1     AM
157     2447     155     0     2     2     AM
157     2322     101     0     56     56     AD
158     2442     155     2     1     3     AM
159     2180     63     7     89     96     AS
160     2438     154     0     6     6     AM
161     2092     39     32     90     122     AS
161     2190     64     7     90     97     AS
161     2437     154     0     7     7     AM
161     2431     152     0     9     9     AM
163     2428     152     0     11     11     AM
164     2435     154     7     3     10     AM
165     2409     143     8     14     22     AM
166     2427     152     12     2     14     AM
166     2408     143     8     15     23     AM
168     2336     104     36     28     64     AM
169     2071     19     3     147     150     AS
169     2205     66     18     85     103     AD
172     2095     39     0     133     133     AD
174     2045     13     9     152     161     AD
176     2485     173     0     3     3     AM
176     2484     173     0     3     3     AM
178     2159     56     15     107     122     AS
181     2065     19     8     154     162     AS
183     2267     86     13     84     97     AS
183     2507     182     0     1     1     AM
183     2501     180     0     3     3     AM
184     2499     180     0     4     4     AM
185     2069     19     3     163     166     AS
185     2493     179     0     6     6     AM
185     2490     179     0     6     6     AM
188     2184     64     13     111     124     AD
190     2272     90     12     88     100     AS
190     2532     188     0     2     2     AM
190     2531     188     0     2     2     AM
191     2140     54     15     122     137     AS
192     2077     29     33     130     163     AS
193     2525     187     0     6     6     AM
195     2157     56     15     124     139     AS
196     2099     40     17     139     156     AS
200     2566     198     0     2     2     AM
200     2557     197     0     3     3     AM
202     2552     197     4     1     5     AM
205     2571     203     0     2     2     AM
206     2559     197     0     9     9     AM
208     2252     84     0     124     124     AD
211     2333     102     14     95     109     AS
211     2212     69     33     109     142     AS
211     2589     209     0     2     2     AM
213     2228     79     25     109     134     AS
215     2091     39     31     145     176     AS
215     2605     213     0     2     2     AM
216     2607     213     0     3     3     AM
216     2165     58     0     158     158     AD
217     2615     215     0     2     2     AM
218     2102     40     32     146     178     AS
219     2247     83     12     124     136     AS
219     2218     73     36     110     146     AS
219     2621     218     0     1     1     AM
222     2167     58     16     148     164     AS
223     2310     99     31     93     124     AS
225     2317     100     13     112     125     AS
227     2645     223     0     4     4     AM
231     2439     154     17     60     77     AS
236     2686     234     0     2     2     AM
236     2085     38     0     198     198     AD
238     2701     237     0     1     1     AM
238     2672     232     1     5     6     AM
239     2348     106     16     117     133     AS
239     2702     237     0     2     2     AM
239     2688     236     0     3     3     AM
241     2194     65     43     133     176     AS
242     2711     241     0     1     1     AM
242     2708     241     0     1     1     AM
243     2219     73     36     134     170     AS
246     2718     243     0     3     3     AM
246     2719     243     0     3     3     AM
247     2309     99     31     117     148     AS
248     2404     131     19     98     117     AS
250     2364     113     55     82     137     AS
250     2319     100     13     137     150     AS
251     2369     114     38     99     137     AS
251     2736     249     0     2     2     AM
251     2742     249     0     2     2     AM
252     2323     101     34     117     151     AS
254     2242     83     21     150     171     AD
261     2273     90     12     159     171     AS
263     2277     90     27     146     173     AS
263     2279     90     13     160     173     AS
264     2807     262     0     2     2     AM
266     2806     262     0     4     4     AM
267     2813     265     0     2     2     AM
268     2803     262     4     2     6     AM
271     2244     83     12     176     188     AS
273     2249     84     12     177     189     AS
273     2250     84     12     177     189     AS
273     2197     65     8     200     208     AS
273     2199     65     8     200     208     AS
273     2826     270     0     3     3     AM
274     2202     66     8     200     208     AS
274     2120     50     16     208     224     AS
274     2831     270     0     4     4     AM
278     2405     131     36     111     147     AS
278     2837     275     0     3     3     AM
278     2838     275     0     3     3     AM
281     2086     38     38     205     243     AS
281     2845     279     0     2     2     AM
283     2843     279     1     3     4     AM
284     2842     279     3     2     5     AM
287     2383     115     21     151     172     AS
287     2288     93     53     141     194     AD
287     2855     285     0     2     2     AM
288     2087     38     23     227     250     AS
289     2856     287     0     2     2     AM
289     2854     285     0     4     4     AM
290     2208     69     20     201     221     AS
290     2074     29     23     238     261     AD
291     2853     285     4     2     6     AM
293     2871     292     0     1     1     AM
295     2849     285     5     5     10     AM
296     2343     104     35     157     192     AS
296     2229     79     12     205     217     AS
296     2869     292     1     3     4     AM
297     2384     120     20     157     177     AS
298     2151     55     24     219     243     AS
298     2282     92     13     193     206     AS
298     2187     64     14     220     234     AD
300     2349     106     16     178     194     AS
300     2290     93     13     194     207     AS
301     2298     94     13     194     207     AS
301     2882     298     0     3     3     AM
302     2881     298     0     4     4     AM
305     2903     303     0     2     2     AM
306     2306     99     31     176     207     AS
306     2191     64     0     242     242     AD
308     2354     112     38     158     196     AS
310     2271     86     26     198     224     AS
310     2927     309     0     1     1     AM
313     2920     309     2     2     4     AM
316     2950     315     0     1     1     AM
317     2529     188     19     110     129     AS
318     2951     315     0     3     3     AM
320     2945     315     2     3     5     AM
320     2943     314     0     6     6     AM
321     2473     172     37     112     149     AS
322     2964     321     0     1     1     AM
323     2940     314     0     9     9     AM
323     2962     321     0     2     2     AM
328     2142     54     8     266     274     AS
328     2999     327     0     1     1     AM
328     2998     327     0     1     1     AM
329     2391     120     20     189     209     AS
329     2976     325     0     4     4     AM
331     2156     56     24     251     275     AS
331     2985     326     0     5     5     AM
332     2094     39     25     268     293     AS
332     2977     325     0     7     7     AM
333     2974     324     0     9     9     AM
334     2975     324     0     10     10     AM
336     2972     324     10     2     12     AM
337     2637     222     23     92     115     AS
337     2935     312     0     25     25     AM
338     2265     86     24     228     252     AD
338     2937     314     21     3     24     AM
339     2924     309     0     30     30     AM
341     2908     307     0     34     34     AM
341     2915     308     0     33     33     AM
343     2909     307     0     36     36     AM
345     2374     114     20     211     231     AS
345     2899     303     3     39     42     AM
345     2902     303     0     42     42     AM
346     2907     307     35     4     39     AM
346     2893     301     0     45     45     AM
348     2877     297     0     51     51     AM
349     2528     188     19     142     161     AS
349     2873     297     0     52     52     AM
350     2668     231     25     94     119     AS
350     2835     275     3     72     75     AM
351     2840     279     4     68     72     AM
352     2834     275     75     2     77     AM
353     2587     209     23     121     144     AS
353     2823     269     0     84     84     AM
354     2822     269     0     85     85     AM
355     2330     102     70     183     253     AS
355     2819     269     85     1     86     AM
356     2443     155     17     184     201     AS
356     2486     173     17     166     183     AS
357     2800     262     6     89     95     AM
357     2817     269     85     3     88     AM
359     2799     261     0     98     98     AM
361     2796     261     97     3     100     AM
362     2789     260     0     102     102     AM
364     2609     215     23     126     149     AS
364     2788     260     101     3     104     AM
365     2294     93     13     259     272     AS
365     2787     260     102     3     105     AM
366     2233     81     12     273     285     AS
366     2786     260     105     1     106     AM
368     2785     260     106     2     108     AM
369     2784     260     107     2     109     AM
370     2182     63     12     295     307     AD
371     2223     73     23     275     298     AS
371     2166     58     7     306     313     AS
372     2779     259     0     113     113     AM
372     2781     259     0     113     113     AM
373     2109     46     0     327     327     AD
374     2509     182     41     151     192     AS
374     2776     259     113     2     115     AM
376     2453     167     57     152     209     AS
376     2264     86     13     277     290     AS
376     2773     258     0     118     118     AM
377     2774     258     0     119     119     AM
377     2767     256     0     121     121     AM
378     2456     169     16     193     209     AS
379     2512     186     18     175     193     AS
379     2770     258     119     2     121     AM
381     2466     171     16     194     210     AS
381     2764     256     122     3     125     AM
382     2230     79     20     283     303     AD
383     2763     256     124     3     127     AM
384     2581     207     23     154     177     AS
385     2669     231     25     129     154     AS
385     2755     255     0     130     130     AM
385     2761     256     126     3     129     AM
388     2754     255     131     2     133     AM
388     2752     255     131     2     133     AM
389     2748     253     0     136     136     AM
390     2749     253     0     137     137     AM
392     2593     212     50     130     180     AS
392     2747     253     137     2     139     AM
396     2746     253     138     5     143     AM
396     2745     253     140     3     143     AM
397     2731     248     0     149     149     AM
397     2145     55     45     297     342     AD
398     2727     247     0     151     151     AM
399     2236     81     20     298     318     AD
400     2726     247     0     153     153     AM
401     2492     179     39     183     222     AS
402     2723     247     152     3     155     AM
403     2560     198     44     161     205     AS
404     2722     247     154     3     157     AM
405     2305     99     12     294     306     AS
405     2716     243     3     159     162     AM
406     2641     223     52     131     183     AS
406     2717     243     3     160     163     AM
406     2675     232     0     174     174     AM
407     2666     231     0     176     176     AM
407     2241     83     47     277     324     AD
408     2732     248     29     131     160     AS
410     2572     203     22     185     207     AS
411     2705     241     165     5     170     AM
411     2664     231     177     3     180     AM
413     2326     101     86     226     312     AS
414     2661     229     0     185     185     AM
414     2658     229     0     185     185     AM
415     2579     207     23     185     208     AS
415     2756     255     61     99     160     AS
415     2655     225     0     190     190     AM
416     2646     223     0     193     193     AM
417     2378     115     39     263     302     AS
418     2860     287     32     99     131     AS
419     2772     258     62     99     161     AS
419     2638     222     0     197     197     AM
420     2539     189     21     210     231     AS
420     2642     223     193     4     197     AM
421     2680     234     26     161     187     AS
424     2594     212     23     189     212     AS
424     2635     222     0     202     202     AM
424     2206     66     42     316     358     AD
425     2470     171     0     254     254     AD
425     2633     222     199     4     203     AM
428     2628     221     0     207     207     AM
429     2287     92     13     324     337     AS
430     2614     215     23     192     215     AS
430     2549     194     21     215     236     AS
430     2181     63     17     350     367     AS
430     2347     106     36     288     324     AS
430     2627     221     205     4     209     AM
431     2820     269     32     130     162     AS
431     2491     179     17     235     252     AS
432     2829     270     32     130     162     AS
432     2618     218     0     214     214     AM
434     2072     29     23     382     405     AD
435     2624     221     208     6     214     AM
436     2505     182     18     236     254     AS
437     2508     182     18     237     255     AS
437     2596     212     0     225     225     AM
438     2365     113     0     325     325     AD
439     2737     249     61     129     190     AS
439     2844     279     31     129     160     AS
441     2616     218     215     8     223     AM
442     2588     209     1     232     233     AM
442     2595     212     0     230     230     AM
443     2432     154     33     256     289     AS
446     2582     207     0     239     239     AM
446     997     365     0     81     81     ET
447     2584     209     234     4     238     AM
447     2583     207     0     240     240     AM
448     2676     232     55     161     216     AS
450     2540     189     21     240     261     AS
450     2542     189     21     240     261     AS
450     2476     172     17     261     278     AS
450     2580     207     240     3     243     AM
452     2274     90     83     279     362     AS
454     2592     212     50     192     242     AS
454     2578     207     243     4     247     AM
454     2577     207     243     4     247     AM
455     2275     90     83     282     365     AS
455     2570     203     0     252     252     AM
457     2338     104     14     339     353     AS
457     2547     194     0     263     263     AM
458     2576     207     247     4     251     AM
459     2546     194     0     265     265     AM
460     2530     188     2     270     272     AM
463     2514     186     0     277     277     AM
464     2555     197     21     246     267     AS
464     2420     147     32     285     317     AS
464     2307     99     23     342     365     AD
464     2526     187     0     277     277     AM
466     2625     221     51     194     245     AS
467     2513     186     0     281     281     AM
467     2482     173     4     290     294     AM
469     2721     247     60     162     222     AS
469     2647     223     24     222     246     AS
469     2483     173     4     292     296     AM
471     2313     100     32     339     371     AS
472     2481     173     295     4     299     AM
473     2457     169     35     269     304     AS
473     2478     172     0     301     301     AM
474     2458     169     35     270     305     AS
474     2475     172     0     302     302     AM
478     2472     172     303     3     306     AM
479     2381     115     21     343     364     AS
479     2471     171     0     308     308     AM
479     2200     66     37     376     413     AD
479     2339     104     26     349     375     AD
480     2857     287     32     161     193     AS
482     2543     189     21     272     293     AS
482     2465     171     308     3     311     AM
482     2468     171     0     311     311     AM
483     2460     169     0     314     314     AM
484     2866     292     65     127     192     AS
485     2870     292     33     160     193     AS
486     2461     169     0     317     317     AM
489     2606     213     23     253     276     AS
489     2454     167     0     322     322     AM
489     2464     171     312     6     318     AM
490     2386     120     20     350     370     AS
491     2332     102     0     389     389     AM
492     2335     102     0     390     390     AM
494     2704     241     29     224     253     AS
495     2331     102     390     3     393     AM
496     2564     198     22     276     298     AS
496     2626     221     51     224     275     AS
496     2344     106     26     364     390     AD
496     2329     102     392     2     394     AM
497     2261     85     96     316     412     AS
500     2327     101     0     399     399     AM
500     2325     101     0     399     399     AM
500     2258     85     23     392     415     AD
500     2318     100     0     400     400     AM
503     2308     99     0     404     404     AM
504     2314     100     0     404     404     AM
505     2311     99     0     406     406     AM
505     2363     113     104     288     392     AD
505     2303     94     0     411     411     AM
509     2536     189     43     277     320     AS
509     2304     99     406     4     410     AM
510     2791     260     30     220     250     AS
511     2971     324     66     121     187     AS
511     2644     223     0     288     288     AD
512     2805     262     95     155     250     AS
512     2297     94     414     4     418     AM
513     2293     93     0     420     420     AM
514     2506     182     44     288     332     AD
515     2281     92     52     371     423     AD
515     2510     182     44     289     333     AD
516     2811     265     30     221     251     AS
516     2812     265     97     154     251     AS
516     2295     93     0     423     423     AM
517     2292     93     421     3     424     AM
518     2887     298     31     189     220     AS
518     2670     231     60     227     287     AD
519     993     365     82     72     154     ET
521     2283     92     0     429     429     AM
522     2289     93     424     5     429     AM
522     2284     92     0     430     430     AM
523     2634     222     23     278     301     AS
524     2259     85     6     433     439     AM
525     2734     248     61     216     277     AS
525     2263     85     0     440     440     AM
525     2280     92     431     2     433     AM
526     2649     225     24     277     301     AS
526     2652     225     24     277     301     AS
526     2426     152     38     336     374     AD
526     2255     84     0     442     442     AM
526     2188     64     33     429     462     AD
528     2256     85     441     2     443     AM
529     2254     84     0     445     445     AM
530     2253     84     445     1     446     AM
531     2759     255     30     246     276     AS
531     2246     83     0     448     448     AM
532     2665     231     25     276     301     AS
532     2436     154     17     361     378     AS
533     2231     79     0     454     454     AD
533     2444     155     39     339     378     AD
533     2238     81     0     452     452     AM
534     2240     83     448     3     451     AM
535     2798     261     30     244     274     AS
535     2973     324     66     145     211     AS
535     2234     81     0     454     454     AM
535     2235     81     43     411     454     AD
535     2171     61     18     456     474     AM
537     2225     79     11     447     458     AS
537     2232     81     454     2     456     AM
538     2694     236     28     274     302     AS
538     2993     327     34     177     211     AS
538     2169     61     475     2     477     AM
539     2162     58     2     479     481     AM
539     2155     56     0     483     483     AM
541     2892     301     65     175     240     AS
541     2153     56     0     485     485     AM
542     2896     303     65     174     239     AS
542     2152     56     484     2     486     AM
542     2237     81     46     415     461     AD
543     2146     55     0     488     488     AM
544     2147     55     0     489     489     AM
546     2925     309     66     171     237     AS
547     2740     249     30     268     298     AS
547     2743     249     30     268     298     AS
547     2653     225     86     236     322     AS
547     2143     54     0     493     493     AM
547     2141     54     0     493     493     AM
549     2751     253     127     169     296     AS
549     2939     314     32     203     235     AS
549     2991     326     0     223     223     AD
549     2139     54     493     2     495     AM
550     2944     315     32     203     235     AS
550     2469     171     83     296     379     AS
550     2783     259     0     291     291     AD
551     2534     188     129     234     363     AS
551     2135     53     0     498     498     AM
551     2132     53     0     498     498     AM
552     2401     131     36     385     421     AD
553     2677     232     26     295     321     AS
553     2963     321     32     200     232     AS
553     2123     50     0     503     503     AM
554     2780     259     30     265     295     AS
554     2792     261     68     225     293     AD
554     2124     50     0     504     504     AM
555     2804     262     95     198     293     AS
555     2586     209     122     224     346     AD
556     2599     212     23     321     344     AS
557     2691     236     90     231     321     AS
557     2992     327     34     196     230     AS
557     2128     53     499     5     504     AM
558     2815     265     63     230     293     AS
558     2597     212     0     346     346     AD
559     2122     50     505     4     509     AM
559     2118     49     0     510     510     AM
560     2079     29     0     531     531     AD
560     2117     49     0     511     511     AM
561     2196     65     30     466     496     AS
562     2816     269     71     222     293     AD
562     2359     112     0     450     450     AD
562     2113     49     511     2     513     AM
563     2112     49     512     2     514     AM
563     2111     46     0     517     517     AM
563     2355     112     65     386     451     AD
563     2362     113     28     422     450     AD
564     2451     167     57     340     397     AS
564     2361     113     27     424     451     AD
566     2527     187     41     338     379     AS
566     2744     253     127     186     313     AS
566     2936     314     32     220     252     AS
566     2656     229     24     313     337     AS
566     2368     114     28     424     452     AD
567     2106     46     517     4     521     AM
568     2535     188     68     312     380     AS
568     2105     46     517     5     522     AM
568     2216     73     18     477     495     AD
568     2090     39     0     529     529     AM
569     2585     209     78     282     360     AS
570     2801     262     62     246     308     AS
571     2598     212     23     336     359     AS
571     2988     326     33     212     245     AS
572     2693     236     28     308     336     AS
572     2995     327     34     211     245     AS
572     2695     236     28     308     336     AS
572     2093     39     0     533     533     AM
572     2089     39     530     3     533     AM
573     2872     297     31     245     276     AS
574     2890     301     30     243     273     AS
574     2619     218     114     242     356     AS
574     2084     38     0     536     536     AM
575     2900     303     31     241     272     AS
576     2630     221     51     304     355     AS
576     2836     275     63     238     301     AS
576     2679     232     0     344     344     AD
576     2682     234     62     280     342     AD
577     2643     223     84     270     354     AS
578     2429     152     16     410     426     AS
578     2929     312     99     167     266     AS
579     2934     312     32     235     267     AS
579     2517     186     95     298     393     AS
579     2522     187     18     374     392     AS
579     2523     187     41     351     392     AS
580     2753     255     93     232     325     AS
580     2850     285     31     264     295     AS
582     2777     259     30     293     323     AS
583     2868     292     33     258     291     AS
584     2602     213     23     348     371     AS
585     2880     298     31     256     287     AS
585     2544     194     104     287     391     AS
585     2610     215     23     347     370     AS
585     2440     155     38     392     430     AD
586     2830     270     63     253     316     AS
586     2897     303     65     218     283     AS
586     991     361     1     224     225     ET
587     2832     275     130     182     312     AS
587     2904     307     31     249     280     AS
588     2730     248     29     311     340     AS
588     2735     248     61     279     340     AS
589     2933     312     32     245     277     AS
589     2445     155     0     434     434     AD
590     2851     285     31     274     305     AS
590     2852     285     64     241     305     AS
591     2861     287     32     272     304     AS
592     2775     258     129     205     334     AS
592     2966     321     32     239     271     AS
593     2968     324     32     237     269     AS
593     2982     325     98     170     268     AS
594     2689     236     27     331     358     AS
595     2875     297     66     232     298     AS
595     2608     215     23     357     380     AS
595     2889     301     30     264     294     AS
596     2762     256     66     274     340     AD
598     2657     229     24     345     369     AS
599     2407     131     0     468     468     AD
602     2556     197     44     361     405     AS
603     2449     167     141     295     436     AS
604     2766     256     160     188     348     AS
605     2797     261     62     282     344     AS
606     2692     236     158     212     370     AS
606     2604     213     23     370     393     AS
606     2891     301     30     275     305     AS
607     2631     221     23     363     386     AS
608     2847     279     63     266     329     AS
608     2928     312     66     230     296     AS
608     2601     213     54     341     395     AD
609     2956     319     32     258     290     AS
609     2863     287     131     191     322     AS
610     2979     325     98     187     285     AS
610     2984     326     33     251     284     AS
611     2905     307     31     273     304     AS
611     2906     307     99     205     304     AS
611     2916     308     66     237     303     AS
612     2663     229     152     231     383     AS
613     2687     234     89     290     379     AS
613     2636     222     130     261     391     AD
614     2913     308     99     207     306     AS
614     2413     143     38     433     471     AD
615     2683     234     89     292     381     AS
615     2983     325     128     162     290     AS
615     2699     237     91     287     378     AS
616     2728     248     190     178     368     AS
617     2895     301     65     251     316     AS
617     2623     218     275     124     399     AS
617     2827     270     32     315     347     AS
617     2930     312     32     273     305     AS
617     2511     182     0     435     435     AD
618     2768     258     29     331     360     AS
618     2931     312     32     274     306     AS
619     2760     256     61     302     363     AS
619     2537     189     199     231     430     AS
619     2867     292     75     252     327     AD
620     2879     297     0     323     323     AD
620     2519     186     0     434     434     AD
621     2947     315     190     116     306     AS
625     2700     237     0     388     388     AD
626     2390     120     0     506     506     AD
627     2425     152     37     438     475     AD
627     2226     79     42     506     548     AD
632     2725     247     0     385     385     AD
632     2733     248     0     384     384     AD
633     2729     248     66     319     385     AD
634     2562     198     53     383     436     AD
635     2397     127     33     475     508     AD
637     2400     131     71     435     506     AD
641     2452     167     37     437     474     AD
643     2790     260     68     315     383     AD
644     2793     261     159     224     383     AD
645     2262     85     0     560     560     AD
649     2353     112     26     511     537     AD
651     2632     222     56     373     429     AD
653     2651     225     59     369     428     AD
655     2848     285     0     370     370     AD
658     2884     298     76     284     360     AD
659     2883     298     76     285     361     AD
661     983     357     0     304     304     ET
662     2914     308     79     275     354     AD
662     2430     152     0     510     510     AD
664     2441     155     233     276     509     AD
669     2738     249     67     353     420     AD
670     2448     167     156     347     503     AD
672     2986     326     89     257     346     AD
674     2455     167     92     415     507     AD
675     2994     327     91     257     348     AD
676     2794     261     68     347     415     AD
679     2266     86     50     543     593     AD
682     2488     179     40     463     503     AD
683     2629     221     0     462     462     AD
684     2497     180     97     407     504     AD
685     2411     143     37     505     542     AD
686     2504     182     43     461     504     AD
687     2659     229     59     399     458     AD
688     2660     229     221     238     459     AD
688     2864     292     74     322     396     AD
692     2921     309     80     303     383     AD
692     2917     308     79     305     384     AD
693     2932     312     0     381     381     AD
694     2949     315     0     379     379     AD
697     2771     258     0     439     439     AD
697     2778     259     155     283     438     AD
700     2257     85     85     530     615     AD
701     2603     213     0     488     488     AD
702     2818     269     71     362     433     AD
703     2833     275     164     264     428     AD
704     2220     73     210     421     631     AD
705     2858     287     75     343     418     AD
706     2690     236     0     470     470     AD
707     2696     237     63     407     470     AD
712     2957     319     84     309     393     AD
713     2403     131     37     545     582     AD
714     2996     327     0     387     387     AD
715     2590     209     54     452     506     AD
716     2591     209     55     452     507     AD
717     2500     180     98     439     537     AD
717     2480     173     41     503     544     AD
718     2654     225     0     493     493     AD
719     2667     231     220     268     488     AD
720     2919     308     0     412     412     AD
720     2697     237     139     344     483     AD
721     2894     301     0     420     420     AD
721     2550     194     52     475     527     AD
722     2922     309     80     333     413     AD
722     2923     309     81     332     413     AD
723     2724     247     145     331     476     AD
723     2942     314     0     409     409     AD
725     2814     265     0     460     460     AD
726     2650     225     59     442     501     AD
729     2709     241     64     424     488     AD
730     2967     321     0     409     409     AD
730     2948     315     82     333     415     AD
731     2989     326     90     315     405     AD
731     2573     203     120     408     528     AD
732     2809     265     70     397     467     AD
733     2600     213     216     304     520     AD
733     2684     234     222     277     499     AD
734     2987     326     273     135     408     AD
734     2874     297     74     363     437     AD
========================= Earth Win =========================
======================================== For Earth Army ===========================
total number of ES---> 296
total number of ET---> 358
total number of EG---> 308
percentage of destructed ES----> 0
percentage of destructed ET----> 1.11732
percentage of destructed EG----> 0
percentage of total destructed Earth units----> 0.4158
percentage of total Healed units----> 0
Average of Df---> 20
Average of Dd---> 170
Average of Db---> 191
Df/Db % ----> 10.8639
Dd/Db % ----> 89.1361
======================================== For Alien Army ===========================
total number of AS---> 298
total number of AD---> 162
total number of AM---> 304
percentage of destructed AS----> 100
percentage of destructed AD----> 100
percentage of destructed AM----> 100
percentage of total destructed Alien units----> 100.131
Average of Df---> 46
Average of Dd---> 185
Average of Db---> 231
Df/Db % ----> 20.1621
Dd/Db % ----> 79.8379
======================================== For Bonus =============================
