TimeDeath     ID      Tj      Df      Dd      Db
595     2199     73     25     497     522     AD
600     2425     141     52     407     459     AD
602     2130     38     16     548     564     AD
612     2444     146     55     411     466     AD
613     2445     146     55     412     467     AD
625     2169     57     21     547     568     AD
630     2345     112     43     475     518     AD
640     2099     31     11     598     609     AD
642     2373     118     45     479     524     AD
647     2492     165     146     336     482     AD
654     2068     24     20     610     630     AD
654     2066     24     7     623     630     AD
656     2071     24     8     624     632     AD
659     2053     15     18     626     644     AD
660     2249     90     80     490     570     AD
664     2255     90     35     539     574     AD
667     2521     174     64     429     493     AD
673     2257     92     35     546     581     AD
677     2393     130     49     498     547     AD
678     2553     180     66     432     498     AD
680     2266     93     87     500     587     AD
681     2057     20     6     655     661     AD
689     2191     70     63     556     619     AD
694     2119     36     15     643     658     AD
695     2280     97     161     437     598     AD
695     2423     137     51     507     558     AD
702     2082     28     9     665     674     AD
703     2295     100     40     563     603     AD
704     2160     55     20     629     649     AD
711     2304     103     41     567     608     AD
724     2170     57     91     576     667     AD
731     2092     29     11     691     702     AD
734     2233     83     213     438     651     AD
740     2141     41     18     681     699     AD
741     2687     219     82     440     522     AD
744     2947     305     112     327     439     AD
746     2485     164     61     521     582     AD
748     2702     226     84     438     522     AD
750     2709     227     86     437     523     AD
754     2149     43     75     636     711     AD
756     2973     317     114     325     439     AD
759     2503     169     63     527     590     AD
765     2504     171     63     531     594     AD
782     2264     93     37     652     689     AD
782     2269     93     38     651     689     AD
784     2772     250     98     436     534     AD
785     2775     250     99     436     535     AD
789     2798     253     101     435     536     AD
793     2805     255     102     436     538     AD
797     2592     189     289     319     608     AD
798     2287     97     40     661     701     AD
800     2599     189     73     538     611     AD
808     2851     271     104     433     537     AD
808     2858     272     105     431     536     AD
809     2621     197     296     316     612     AD
809     2620     197     75     537     612     AD
811     2026     8     2     801     803     AD
811     2165     55     21     735     756     AD
820     2896     284     108     428     536     AD
821     2655     206     78     537     615     AD
822     2312     107     99     616     715     AD
824     2463     149     59     616     675     AD
829     2338     111     43     675     718     AD
830     2470     157     140     533     673     AD
834     2931     301     111     422     533     AD
841     2144     43     19     779     798     AD
843     2703     226     197     420     617     AD
846     2495     165     62     619     681     AD
848     2246     87     34     727     761     AD
848     2972     317     114     417     531     AD
850     2048     15     17     818     835     AD
853     2248     90     34     729     763     AD
854     2984     323     116     415     531     AD
856     2152     48     187     621     808     AD
859     2519     173     65     621     686     AD
865     2741     242     92     531     623     AD
867     2259     92     36     739     775     AD
867     2745     243     93     531     624     AD
871     2557     180     67     624     691     AD
872     2764     247     96     529     625     AD
875     2776     251     99     525     624     AD
875     2777     251     99     525     624     AD
878     2583     183     70     625     695     AD
880     2412     135     50     695     745     AD
883     2422     137     122     624     746     AD
885     2598     189     73     623     696     AD
886     2601     190     291     405     696     AD
889     2426     141     52     696     748     AD
890     2843     270     103     517     620     AD
891     2846     270     331     290     621     AD
891     2841     270     103     518     621     AD
894     2209     77     27     790     817     AD
895     2869     273     221     401     622     AD
895     2434     145     129     621     750     AD
897     2213     77     69     751     820     AD
898     2210     77     27     794     821     AD
899     2450     147     240     512     752     AD
902     2453     147     57     698     755     AD
902     2455     147     58     697     755     AD
904     2457     149     58     697     755     AD
905     2904     287     109     509     618     AD
907     2916     288     224     395     619     AD
910     2175     57     92     761     853     AD
912     2673     217     191     504     695     AD
913     2469     157     59     697     756     AD
914     2357     115     408     391     799     AD
915     2353     115     44     756     800     AD
917     2364     116     45     756     801     AD
926     2179     63     23     840     863     AD
927     2241     87     33     807     840     AD
938     2390     127     48     763     811     AD
939     2730     241     206     492     698     AD
941     2536     176     65     700     765     AD
945     2545     178     66     701     767     AD
946     2394     130     49     767     816     AD
949     2768     250     98     601     699     AD
952     2582     183     284     485     769     AD
954     2796     253     101     600     701     AD
956     2807     255     332     369     701     AD
958     2418     137     50     771     821     AD
963     2288     100     40     823     863     AD
965     2852     271     332     362     694     AD
966     2850     271     104     591     695     AD
967     2870     273     106     588     694     AD
968     2872     276     107     585     692     AD
968     2442     146     130     692     822     AD
969     2635     201     183     585     768     AD
970     2637     201     76     693     769     AD
971     2089     29     357     585     942     AD
972     2880     281     108     583     691     AD
973     2649     206     77     690     767     AD
974     2895     282     108     584     692     AD
976     2906     287     109     580     689     AD
977     2658     208     79     690     769     AD
978     2322     108     42     828     870     AD
978     2924     289     111     578     689     AD
979     2325     108     42     829     871     AD
980     2227     82     72     826     898     AD
982     2138     41     112     829     941     AD
985     2684     219     82     684     766     AD
989     2480     164     60     765     825     AD
989     2482     164     256     569     825     AD
994     2182     63     56     875     931     AD
996     2718     231     202     563     765     AD
997     2719     231     88     678     766     AD
998     2978     321     336     341     677     AD
1000     2722     234     88     678     766     AD
1005     2515     173     64     768     832     AD
1007     2541     176     65     766     831     AD
1008     2542     176     156     676     832     AD
1009     2742     242     324     443     767     AD
1010     2261     92     150     768     918     AD
1013     2563     181     67     765     832     AD
1014     2568     182     165     667     832     AD
1015     2572     182     68     765     833     AD
1017     2791     252     100     665     765     AD
1019     2276     95     39     885     924     AD
1019     2275     95     39     885     924     AD
1020     2800     255     101     664     765     AD
1022     2587     186     71     765     836     AD
1025     2603     190     74     761     835     AD
1026     2604     190     178     658     836     AD
1026     2602     190     74     762     836     AD
1027     2206     74     65     888     953     AD
1028     2297     102     168     758     926     AD
1031     2873     276     107     648     755     AD
1032     2440     146     54     832     886     AD
1033     2874     276     222     535     757     AD
1035     2899     284     334     417     751     AD
1036     2313     107     42     887     929     AD
1038     2350     112     43     883     926     AD
1038     2237     83     31     924     955     AD
1039     2142     41     115     883     998     AD
1040     2359     115     45     880     925     AD
1042     2943     303     112     627     739     AD
1043     2367     116     46     881     927     AD
1045     2370     118     45     882     927     AD
1047     2706     227     85     735     820     AD
1047     2711     227     86     734     820     AD
1048     2493     165     62     821     883     AD
1050     2962     314     334     402     736     AD
1053     2977     321     114     618     732     AD
1053     2988     323     338     392     730     AD
1054     2993     325     117     612     729     AD
1055     2995     325     232     498     730     AD
1061     2757     245     210     606     816     AD
1062     2395     130     210     722     932     AD
1065     2184     70     62     933     995     AD
1072     2827     266     103     703     806     AD
1072     2595     189     72     811     883     AD
1076     2452     147     57     872     929     AD
1077     2454     147     241     689     930     AD
1079     2461     149     246     684     930     AD
1080     2332     109     102     869     971     AD
1081     2669     211     305     565     870     AD
1084     2473     161     59     864     923     AD
1085     2948     305     334     446     780     AD
1086     2701     226     84     776     860     AD
1087     2696     226     196     665     861     AD
1088     2704     227     85     776     861     AD
1092     2985     323     116     653     769     AD
1093     2157     48     19     1026     1045     AD
1094     2516     173     64     857     921     AD
1094     2513     173     152     769     921     AD
1095     2384     127     199     769     968     AD
1097     2731     241     90     766     856     AD
1098     2737     242     91     765     856     AD
1098     2544     178     159     761     920     AD
1099     2750     243     209     647     856     AD
1099     2758     245     95     759     854     AD
1103     2801     255     216     632     848     AD
1104     2590     186     71     847     918     AD
1105     2054     15     5     1085     1090     AD
1106     2593     189     72     845     917     AD
1108     2817     264     103     741     844     AD
1109     2840     270     330     509     839     AD
1114     2911     287     110     717     827     AD
1116     2679     217     81     818     899     AD
1116     2930     301     224     591     815     AD
1117     2933     301     111     705     816     AD
1117     2946     305     112     700     812     AD
1118     2374     118     300     700     1000     AD
1118     2486     164     61     893     954     AD
1119     2688     224     195     700     895     AD
1119     2242     87     79     953     1032     AD
1120     2966     314     114     692     806     AD
1120     2960     314     113     693     806     AD
1122     2981     321     115     686     801     AD
1123     2990     323     117     683     800     AD
1124     2511     171     64     889     953     AD
1125     2387     127     112     886     998     AD
1125     2532     175     65     885     950     AD
1126     2733     241     207     678     885     AD
1126     2732     241     90     795     885     AD
1127     2756     245     94     788     882     AD
1127     2258     92     84     951     1035     AD
1128     2765     247     211     670     881     AD
1130     2774     250     212     668     880     AD
1130     2794     253     331     546     877     AD
1131     2786     252     214     665     879     AD
1132     2591     186     505     441     946     AD
1133     2809     258     217     658     875     AD
1134     2859     272     105     757     862     AD
1135     2301     102     41     992     1033     AD
1137     2642     205     299     633     932     AD
1138     2922     289     335     514     849     AD
1139     2907     287     223     629     852     AD
1142     2231     82     30     1030     1060     AD
1142     2975     317     228     597     825     AD
1143     2714     231     87     825     912     AD
1144     2983     321     337     486     823     AD
1146     2522     174     153     819     972     AD
1146     2762     247     327     572     899     AD
1148     2810     258     103     787     890     AD
1149     2808     258     102     789     891     AD
1149     2607     190     75     884     959     AD
1150     2431     141     230     779     1009     AD
1151     2435     145     54     952     1006     AD
1151     2651     206     411     534     945     AD
1152     2887     281     108     763     871     AD
1154     2682     219     191     744     935     AD
1157     2979     321     115     721     836     AD
1159     2560     181     67     911     978     AD
1160     2573     182     167     811     978     AD
1164     2326     108     102     954     1056     AD
1165     2971     317     227     621     848     AD
1166     2708     227     198     741     939     AD
1168     2392     130     208     830     1038     AD
1169     2740     242     323     604     927     AD
1170     2597     189     290     691     981     AD
1171     2864     273     105     793     898     AD
1171     2614     196     178     797     975     AD
1173     2942     303     334     536     870     AD
1173     2491     165     61     947     1008     AD
1174     2530     175     153     846     999     AD
1176     2996     325     118     733     851     AD
1177     2401     134     553     490     1043     AD
1178     2902     284     223     671     894     AD
1178     2585     186     402     590     992     AD
1179     2475     161     59     959     1018     AD
1180     2727     234     204     742     946     AD
1183     2497     169     587     427     1014     AD
1184     2782     251     330     603     933     AD
1184     2928     301     110     773     883     AD
1185     2901     284     109     792     901     AD
1186     2554     180     497     509     1006     AD
1186     2447     146     354     686     1040     AD
1187     2163     55     47     1085     1132     AD
1187     997     316     0     871     871     ET
========================= Earth Win =========================
======================================== For Earth Army ===========================
total number of ES---> 293
total number of ET---> 352
total number of EG---> 311
Percentage of Total Infected Units---> 100.000000%
percentage of destructed ES----> 0
percentage of destructed ET----> 0.284091
percentage of destructed EG----> 0
percentage of total destructed Earth units----> 0.104603
percentage of total Healed units----> 4.60251
Average of Df---> 0
Average of Dd---> 871
Average of Db---> 871
Df/Db % ----> 0
Dd/Db % ----> 100
======================================== For Alien Army ===========================
total number of AS---> 26
total number of AD---> 348
total number of AM---> 282
percentage of destructed AS----> 100
percentage of destructed AD----> 100
percentage of destructed AM----> 100
percentage of total destructed Alien units----> 100
Average of Df---> 77
Average of Dd---> 354
Average of Db---> 432
Df/Db % ----> 17.967
Dd/Db % ----> 82.033
======================================== For Bonus =============================
